stock,volatility
EW_volatility,2858.2193749098183
EA_volatility,223.412751007185
ELV_volatility,8698.298039654617
LLY_volatility,30874.04294233597
EMR_volatility,214.2541240498201
ENPH_volatility,6344.79470046842
ETR_volatility,76.35053604442209
EOG_volatility,929.6096509088509
EPAM_volatility,16206.108087438437
EQT_volatility,150.72046083239584
EFX_volatility,1916.932112124983
EQIX_volatility,9039.539573224472
EQR_volatility,128.58188471293073
ESS_volatility,2066.5724670913323
EL_volatility,3709.8745240559083
ETSY_volatility,3329.9973114060763
EG_volatility,3417.8306342984715
EVRG_volatility,34.089691880423274
ES_volatility,107.39128897630495
EXC_volatility,25.567202167973885
EXPE_volatility,1092.9274809266994
EXPD_volatility,372.3759945541217
EXR_volatility,1182.6455886777667
XOM_volatility,661.3961608839764
FFIV_volatility,901.3199821864298
FDS_volatility,4627.04544523272
FICO_volatility,67387.58798498896
FAST_volatility,109.2691547922577
FRT_volatility,311.8491123851663
FDX_volatility,2576.256962593424
FIS_volatility,1172.257836713807
FITB_volatility,58.85205240122673
FSLR_volatility,2471.8427910800274
FE_volatility,25.58949305681608
FI_volatility,208.27031370784368
FMC_volatility,429.9168788341168
F_volatility,12.82612192023443
FTNT_volatility,8807.144859164406
FTV_volatility,49.3718289934452
FOXA_volatility,18.86689078078011
FOX_volatility,15.437240068310052
BEN_volatility,18.494431500723923
FCX_volatility,169.92440098729014
GRMN_volatility,552.4148677064461
IT_volatility,10828.51544535521
GE_volatility,2392.6315817373606
GEHC_volatility,67.57512697853699
GEV_volatility,3.2865540311661374
GEN_volatility,9.038693549315655
GNRC_volatility,12402.055430657589
GD_volatility,1493.0265502574732
GIS_volatility,93.89305455993966
GM_volatility,101.49943823377647
GPC_volatility,823.7936114008446
GILD_volatility,55.9847672579071
GPN_volatility,1101.510663822449
GL_volatility,187.0083817633174
GS_volatility,5495.842341583217
HAL_volatility,86.53157397282206
HIG_volatility,207.42258901849962
HAS_volatility,381.0366769752794
HCA_volatility,4015.8105766961808
DOC_volatility,36.92180099453086
HSIC_volatility,67.07688207241398
HSY_volatility,1437.9426844110446
HES_volatility,1508.5416309271973
HPE_volatility,5.705753750293391
HLT_volatility,1030.914950629143
HOLX_volatility,135.99965765304782
HD_volatility,2578.074136389448
HON_volatility,546.7431738436262
HRL_volatility,30.379280094888358
HST_volatility,6.450722100371292
HWM_volatility,154.24744425313912
HPQ_volatility,40.0554084429157
HUBB_volatility,5418.246218158367
HUM_volatility,5486.313721529862
HBAN_volatility,4.99708614368775
HII_volatility,993.789529607709
IBM_volatility,260.3830303753568
IEX_volatility,735.8971089231667
IDXX_volatility,14834.809318786321
ITW_volatility,1065.5670573791813
ILMN_volatility,10318.018137399993
INCY_volatility,139.87172787246186
IR_volatility,261.3047567603371
PODD_volatility,3113.425807913474
INTC_volatility,119.34598626977788
ICE_volatility,220.30997232022247
IFF_volatility,607.3522658818063
IP_volatility,69.1694721507484
IPG_volatility,47.080370683149866
INTU_volatility,14598.059024572789
ISRG_volatility,51905.00755425212
IVZ_volatility,22.303754111384258
INVH_volatility,24.65723051741892
IQV_volatility,1592.0549923870462
IRM_volatility,196.4084782301974
JBHT_volatility,1214.1581977588353
JBL_volatility,1037.6883738139418
JKHY_volatility,265.1523271906601
J_volatility,454.7241858064817
JNJ_volatility,190.09314944375714
JCI_volatility,164.6006814625144
JPM_volatility,620.9122378985752
JNPR_volatility,19.061933399165326
K_volatility,30.950452047438855
KVUE_volatility,3.662845247699716
KDP_volatility,13.956295059184178
KEY_volatility,18.001201189570523
KEYS_volatility,998.3825353392464
KMB_volatility,64.91688742094306
KIM_volatility,13.829674348242467
KMI_volatility,4.512581051442184
KLAC_volatility,20693.926926168337
KHC_volatility,18.9524371592848
KR_volatility,86.89359136584494
LHX_volatility,457.0299230831829
LH_volatility,1715.1893894682144
LRCX_volatility,35434.39388420461
LW_volatility,270.79203888570504
LVS_volatility,87.48574043992484
LDOS_volatility,124.85691194674068
LEN_volatility,849.4474676576557
LIN_volatility,5474.124064267918
LYV_volatility,340.8053513858707
LKQ_volatility,124.50961324792728
LMT_volatility,2016.1815824941727
L_volatility,107.92929600644405
LOW_volatility,2052.555906245495
LULU_volatility,6328.987476173211
LYB_volatility,179.09111152993626
MTB_volatility,569.4113737407337
MRO_volatility,67.18594262942052
MPC_volatility,1953.2466832348505
MKTX_volatility,10821.607195152379
MAR_volatility,1537.3705275676296
MMC_volatility,1185.5477612132702
MLM_volatility,9425.198349966427
MAS_volatility,83.27208110440263
MA_volatility,2670.476406687901
MTCH_volatility,1762.824464625639
MKC_volatility,1744.4485689696087
MCD_volatility,1150.8751034228528
MCK_volatility,15312.439173171953
MDT_volatility,256.3808488593779
MRK_volatility,231.02974438348437
META_volatility,7686.433895976125
MET_volatility,132.50864497425334
MTD_volatility,77736.99312086176
MGM_volatility,81.43712070692236
MCHP_volatility,775.274006196012
MU_volatility,309.51511007878526
MSFT_volatility,5822.031697520574
MAA_volatility,901.3575015581708
MRNA_volatility,8000.9461445690695
MHK_volatility,1276.8648204551992
MOH_volatility,6540.419354394872
TAP_volatility,66.31718381423369
MDLZ_volatility,49.659639571283414
MPWR_volatility,23073.45628726709
MNST_volatility,277.901866812179
MCO_volatility,3204.803096547428
MS_volatility,427.2052719161536
MOS_volatility,191.4500709281448
MSI_volatility,3372.6135400096746
MSCI_volatility,14102.463895321878
NDAQ_volatility,2488.372701364448
NTAP_volatility,254.92962442352393
NFLX_volatility,14975.816480016485
NEM_volatility,145.6435006862555
NWSA_volatility,22.474655486705384
NWS_volatility,21.36040119670048
NEE_volatility,6056.709705826605
NKE_volatility,581.9517539468807
NI_volatility,5.705188273459854
NDSN_volatility,1413.3334020052132
NSC_volatility,1207.555427824679
NTRS_volatility,236.03803588281568
NOC_volatility,4667.706907399903
NCLH_volatility,181.65931480197082
NRG_volatility,59.94128936826816
NUE_volatility,2390.1017047640084
NVDA_volatility,37950.69847178269
NVR_volatility,1407235.1787173094
NXPI_volatility,1876.2532525918596
ORLY_volatility,48888.03202667015
OXY_volatility,365.8406104735268
ODFL_volatility,6937.663053394975
OMC_volatility,137.63201083139913
ON_volatility,638.097591125182
OKE_volatility,210.4180529572579
ORCL_volatility,482.0414480505594
OTIS_volatility,251.12014455141127
PCAR_volatility,145.8884806260062
PKG_volatility,560.1298904569159
PANW_volatility,16131.318171809977
PARA_volatility,170.66615083752197
PH_volatility,9442.470392102667
PAYX_volatility,369.0148913755774
PAYC_volatility,6612.983050785938
PYPL_volatility,5375.6168213747005
PNR_volatility,188.19058478369612
PEP_volatility,359.66605777588205
PFE_volatility,53.91703414089581
PCG_volatility,10.930023826411624
PM_volatility,92.76152122177429
PSX_volatility,559.480763528868
PNW_volatility,72.2149623256939
PNC_volatility,899.1915743238787
POOL_volatility,8773.991170173265
PPG_volatility,391.3211325105839
PPL_volatility,6.402809844796246
PFG_volatility,213.7253605121536
PG_volatility,211.369940827203
PGR_volatility,1065.9990096872023
PLD_volatility,480.24132027761686
PRU_volatility,252.31116062868762
PEG_volatility,25.11482108524165
PTC_volatility,1000.5092169016377
PSA_volatility,2472.8728555269945
PHM_volatility,447.7453437881672
QRVO_volatility,1220.5619059649355
PWR_volatility,3799.9986167280426
QCOM_volatility,906.6973951024275
DGX_volatility,283.26924347479314
RL_volatility,552.6665167746696
RJF_volatility,331.9432225109708
RTX_volatility,568.6253255598841
O_volatility,57.14649977784272
REG_volatility,88.7412615223979
REGN_volatility,30986.398202159
RF_volatility,15.178564481318194
RSG_volatility,843.2986588400391
RMD_volatility,1711.8582168772316
RVTY_volatility,934.5723383312388
RHI_volatility,367.78222694971583
ROK_volatility,2636.551781924313
ROL_volatility,36.99009944335972
ROP_volatility,3454.821791191751
ROST_volatility,268.4624990554595
RCL_volatility,761.6683856980947
SPGI_volatility,4022.8147204627103
CRM_volatility,2082.1294673617754
SBAC_volatility,2104.8072814561156
SLB_volatility,157.76394925875644
STX_volatility,323.3634143548128
SRE_volatility,764.7328909918593
NOW_volatility,19386.584826944138
SHW_volatility,29053.027480458342
SPG_volatility,875.9788828233391
SWKS_volatility,1052.5757936523387
SJM_volatility,232.34286747006038
SNA_volatility,2282.2311369332106
SOLV_volatility,0.33760977165433603
SO_volatility,42.32596304108686
LUV_volatility,105.2892805696461
SWK_volatility,1821.0273965295578
SBUX_volatility,169.77398304581067
STT_volatility,133.62809236888273
STLD_volatility,1222.134951133267
STE_volatility,976.4546412622313
SYK_volatility,1810.4637208169513
SMCI_volatility,42299.17999962289
SYF_volatility,60.51838563360268
SNPS_volatility,15662.211922992334
SYY_volatility,84.68925886281325
TMUS_volatility,673.649829074125
TROW_volatility,1100.8451023836367
TTWO_volatility,665.7962354179169
TPR_volatility,88.57590581039491
TRGP_volatility,648.0028529803558
TGT_volatility,2224.3886913902447
TEL_volatility,530.6865699643462
TDY_volatility,2781.524734012635
TFX_volatility,4672.237623273946
TER_volatility,710.049743470521
TSLA_volatility,125900.99387813038
TXN_volatility,657.8159573275351
TXT_volatility,266.72549150569176
TMO_volatility,11344.033438825882
TJX_volatility,184.12212141599434
TSCO_volatility,2625.499353068694
TT_volatility,2231.4919683011117
TDG_volatility,37628.53490869037
TRV_volatility,763.2232794335596
TRMB_volatility,242.06238275757016
TFC_volatility,106.31978775795852
TYL_volatility,5510.104601115931
TSN_volatility,185.84644643965123
USB_volatility,83.14492983816065
UBER_volatility,166.82981032066468
UDR_volatility,49.739706468139545
ULTA_volatility,9298.571879253153
UNP_volatility,811.4047929112513
UAL_volatility,304.60481577416925
UPS_volatility,1258.9805615462308
URI_volatility,21373.45585012368
UNH_volatility,10722.664399165982
UHS_volatility,381.9610919680189
VLO_volatility,1017.5537500244136
VTR_volatility,93.7289297826486
VLTO_volatility,10.755783724187092
VRSN_volatility,263.8716344438135
VRSK_volatility,865.9546450553745
VZ_volatility,85.19153893743506
VRTX_volatility,4837.1564046326275
VTRS_volatility,7.968197245828193
VICI_volatility,19.960118279217237
V_volatility,778.1851658878968
VST_volatility,106.21354162478711
VMC_volatility,1386.3667904240835
WRB_volatility,74.85620568167786
WAB_volatility,464.54716625302336
WBA_volatility,119.63167645445746
WMT_volatility,465.1302345206368
DIS_volatility,1002.7984059181879
WBD_volatility,110.60419019985311
WM_volatility,774.4530121729285
WAT_volatility,3366.8527978045054
WEC_volatility,44.305739038003594
WFC_volatility,80.37132681206435
WELL_volatility,166.82186502305038
WST_volatility,8927.614624156056
WDC_volatility,132.34656965997948
WRK_volatility,63.544747548739
WY_volatility,26.642341368786173
WMB_volatility,34.92033277886233
WTW_volatility,555.4763745717446
GWW_volatility,36725.724053286154
WYNN_volatility,467.3271687540699
XEL_volatility,27.856133661934688
XYL_volatility,345.9731079685342
YUM_volatility,243.90665401800268
ZBRA_volatility,13564.244058618006
ZBH_volatility,300.40630464582773
ZTS_volatility,817.1716159980971
